id,created_at,favorite_count,retweet_count,text
1482307448795176961,2022-01-15 11:03:30,1,0,@srastogi84 @rohshah07 Ok I disagree clients are money minded assholes. But therapists? They’re supposed to be ur peeps!
1482291441250742277,2022-01-15 09:59:53,1,0,@rohshah07 Dude therapists actually do ghost. It’s a painful feeling 😢
1482237884182966272,2022-01-15 06:27:04,0,0,Awww https://t.co/dxMb4s7Wii
1481964809235333120,2022-01-14 12:21:58,5,0,I was forced to quarantine so I finally did my expenditure and investment analysis for the year! It took a quarantine to finally adult. 🤷‍♀️
1477469262918811655,2022-01-02 02:38:16,2,0,New year new thing to be grateful for. Anu from @AirAsiaIndia was very helpful with the wheelchair assist to help my grandmother’s travel less stressful. Completely offset my previous bad experience with indigo. Thank you Anu!
1475546023405572096,2021-12-27 19:16:00,4,0,I was so curious! https://t.co/j3cNDKqWH7
1474269496835600384,2021-12-24 06:43:33,2,0,@IndiGo6E Call me indigo. Fucking live up to ur promise
1474269412043608067,2021-12-24 06:43:13,0,0,"@PenguinIndia @IndiGo6E @rachnabisht9 Hi, respond and call me"
1474269360235560960,2021-12-24 06:43:00,0,0,@IndiGo6E Posting on ur social media yet no response on my DM. U have officially lost ur humanity.
1474269259010220032,2021-12-24 06:42:36,0,0,@IndiGo6E Do u have any shame
1474262915230285824,2021-12-24 06:17:24,1,0,"@IndiGo6E Hi Nandini, is it customary for indigo to give a public apology and not reach out to the person IRL? Just curious."
1474162245890240528,2021-12-23 23:37:22,1,0,@IndiGo6E The inhaler miss Indu sharma thought was easily replaceable for some other citizen’s inhaler. And that ur staff is well trained to handle emergencies. What exactly will u do should a person be unable to breath? Please tell me these breakthroughs in medical science. Please share. https://t.co/wVqkd8StHG
1474147029035393026,2021-12-23 22:36:54,1,0,@IndiGo6E Update. There was no wheelchair to take my grandmother to the 23rd seat. She was panting all the way. Also my mother singlehanded handled 7 suitcases when she landed cuz they were checked in but we weren’t on the flight. Bravo. 👏 happy to make ur profit margins increase.
1474081314219323394,2021-12-23 18:15:47,1,0,@Agrimonious @IndiGo6E Indigo I DMd u 3 hours ago. I’m flying at this odd hour and will reach my destination at 5 am. Surely u can take the trouble of calling me. 😊
1474068968826556441,2021-12-23 17:26:43,14,2,@IndiGo6E When told that she needs her inhaler miss Indu sharma said “there are other inhalers present in the flight. Calm down” I don’t know how we trust u with our lives. Hire smarter and more importantly more empathetic people.
1474063901952131072,2021-12-23 17:06:35,2,0,@IndiGo6E Also your manager said don’t make a scene there are other inhalers in the plane. I don’t even know what to say. Rude and downright stupid.
1474063627338469376,2021-12-23 17:05:30,8,2,@IndiGo6E We are at the airport for 8 hours increasing our COVID exposure risk when we have been safe for the past 2 years. This wasn’t about protocol don’t fool me. People who arrived after me checked in. This is about maximising ur profits at any cost.
1474047897511493636,2021-12-23 16:02:59,0,0,@Agrimonious @IndiGo6E I sorry about ur experience tho.
1474047021136764931,2021-12-23 15:59:30,3,0,@Agrimonious @IndiGo6E Oh I agree. They do act like it’s a favour. Unfortunately that lady’s behaviour today was bad human conduct. let’s not even talk about “service”. And I’ve never complained to any company before. I always let things go. This one I took the time to write about.
1474043466388672512,2021-12-23 15:45:23,4,1,@Agrimonious @IndiGo6E I just don’t get it.
1474041913221152768,2021-12-23 15:39:13,21,4,"@IndiGo6E I have DM’d you. Not only has a rep at your company tried to extract more money and jeapardize a family members health, she also lied about the availability of seats on the next flight. There were no seats on the next or next to next flight. Well done. U have crossed the line."
1474038063957360640,2021-12-23 15:23:55,27,4,I hope this is worth the 5400 extra rupees you earned.
1474037764127551488,2021-12-23 15:22:43,123,22,"Hi @IndiGo6E your manager manager miss Indu sharma is the rudest and most unempathetic person I’ve ever come across. Was waiting for my brother at the gate. You didn’t have the empathy to wait 2 minutes. He had my grandmother’s inhaler, she flew without it."
1470693766566535168,2021-12-14 09:54:52,6,0,Is it just me or does everyone feel that The White Tiger is Salman Khan’s driver’s autobiography?
1468626982283792384,2021-12-08 17:02:13,8,0,There are so many jingoistic Bollywood films these days that I almost didn’t watch #shershah. I feel bad for stereotyping the genre. It’s an important story to watch and it was genuinely so well made.
1451443595500654592,2021-10-22 07:01:34,1,0,@pavie_shetty Feelz 🌺🌺❤️
